content,class
"""Pierre Poilievre is openly begging for US Oligarch Elon Musk’s help and promising to open up Canada and its resources to the US.  Poilievre plans to sellout Canada to Trump and his corporate oligarch cabal. https://t.co/bsJz78fmuR https://t.co/SBDmrrbKcF""",1
"""THE SYSTEM OF PEDOPHILIA: Romanian Presidential Candidate Calin Georgescu confirms the problem is these Oligarch's, all of them are related with the System of Pedophilia because we know that there are more than 8 million children that disappear every year without any information.… https://t.co/wqpdA10kWM https://t.co/MtC3jbi4W1""",0
"""@Meidas_LaurenA The first ""ask"" for Zuckerberg surrendering to Trump surfaces, and it's about not being fined for breaching antitrust rules and committing other violations.  Rules are for peasants.  #Oligarchy""",1
"""Once you see this, you can’t unsee it:   If someone wrote a book arguing that “Christian nationalism” meant:  —Socialized medicine  —Infinite mass migration  —Reparations  —Taxing the rich  —“Trans” rights —Overturning the Second Amendment  —Carbon taxes  —etc.   And grounded… https://t.co/5DZSowl6pg""",0
"""@ShannonDennis1 @RandomText456 @canadavsengland @KoppelmanJames @Hickman2722 @elonmusk I often start by repeating back a statement as a question. This is done to preserve the context of the discussion. Otherwise 3rd party readers don’t know the context of my reply.  Conspiracy? No, “Lawfare” is a common practice -especially in Socialist nations like Soviet Russia.""",1
"""Palestine still not free???  What 2 Billion clowns are even doing???""",0
"""""Trans Rights are Human Rights"" Seen in Bear River, Nova Scotia https://t.co/coaNBBbh1U""",1
"""if you see this pic, reply with 🇵🇸 to spread it!💔 https://t.co/PWHOUJiKX1""",0
"""Arron Banks is a good man and a friend of America.   It is astonishing that US Citizenship and Immigration Services have denied him entry for the inauguration. https://t.co/RpN5hOXftq""",0
"""it's a shame that every woman, trans or non-white person should live in constant fear of losing already gained rights, I hate every fucking billionaire and white man in power https://t.co/5u2EdANIS9 https://t.co/MGFwBw26t6""",0
"""»Free Free Palestine!« Auf der Bühne im großen Saal beginnt die Kundgebung für eine Welt der Solidarität. Unblock Cuba! Free Palestine! #RLK25 #RosaLuxemburgKonferenz https://t.co/aSNuPgDy90""",0
"""Powerful protest against the Genocide in Gaza today with a calling for an end to murder of Health Care Workers by out of control Israel.   The Irish public are ahead of the Government.   Irish Government needs to catch up…Israel must be sanctioned.   FREE GAZA 🇮🇪🇵🇸 #palestine https://t.co/IHL8xOqxD1""",0
"""There is only one group of people celebrating the devastation in California.  Ironically, it’s the same people who many of those Californians were trying to support and understand.  This is how they free Palestine. https://t.co/m4xF9Vc3sm""",0
"""Pierre Poilievre is openly begging for US Oligarch Elon Musk’s help and promising to open up Canada and its resources to the US.  Poilievre plans to sellout Canada to Trump and his corporate oligarch cabal. https://t.co/bsJz78fmuR https://t.co/SBDmrrbKcF""",1
"""A student explains why he and his friends are out in the streets for 45 nights.   🇬🇪 “We cannot live under dictatorship, in oligarchy and in poverty.”  🇬🇪 “They took our country and they are now taking money from our budget.”  🇬🇪 “In Georgia, every sixth child is starving.” https://t.co/g8gwNCgPE0""",0
"""It got heated with Ian Carroll, but we found lots of common ground. We discuss censorship, free speech, communism, capitalism, individual liberty, science, religion, technology, education, antisemitism, Israel Palestine conflict, and the importance of communication. https://t.co/KodOiWVOmV""",0
"""Nine protests are planned in five Georgian cities tomorrow, as the US sanctioned oligarch Ivanishvili’s regime intensifies repression both in courtrooms and on the streets. Day 45 of nonstop nationwide protests in Georgia 🇬🇪 https://t.co/rMrxTmGEYV""",0
"""In celebration of 1M on X Throwback to 1M on TikTok  This is the dig into who owns the stock market, who really owns everything?  Blackrock?  But who owns Blackrock?  That’s the trillion dollar dig https://t.co/RyOtOOM08N""",1
"""Tensions France/Algérie : ""Il faut être très ferme, il ne faut pas accepter ce qu'il est en train de se passer. (...) Il va falloir tout remettre à plat avec ce pays"" avec lequel ""il y a tellement de liens"", demande Manuel Valls, ministre des Outre-Mer.  ▶️ avec @margothaddad https://t.co/luoDrsW7jN""",1
"""Palestine still not free???  What 2 Billion clowns are even doing???""",0
"""There is only one group of people celebrating the devastation in California.  Ironically, it’s the same people who many of those Californians were trying to support and understand.  This is how they free Palestine. https://t.co/m4xF9Vc3sm""",0
"""@MzwaneleManyi @AdoptingBTCcpt @SimplBitcoin @HomeAffairsSA @RSASIU @INTERPOL_Cyber You should know… @MkhontoweSizwex offices in KZN abused my personal info and stole my IP.   With your Hani murdering @DeNedebe1 and AngloAmerican funders incl Arms Deal Basil Hersov and Swaziland Kirsch’s implicating me as a trafficker   @INTERPOL_HQ @KremlinRussia_E @BRICSinfo https://t.co/8Lfk9mR0DO https://t.co/XWNBwZq4Xh""",0
"""A student explains why he and his friends are out in the streets for 45 nights.   🇬🇪 “We cannot live under dictatorship, in oligarchy and in poverty.”  🇬🇪 “They took our country and they are now taking money from our budget.”  🇬🇪 “In Georgia, every sixth child is starving.” https://t.co/g8gwNCgPE0""",0
"""""Trans Rights are Human Rights"" Seen in Bear River, Nova Scotia https://t.co/coaNBBbh1U""",1
"""There is only one group of people celebrating the devastation in California.  Ironically, it’s the same people who many of those Californians were trying to support and understand.  This is how they free Palestine. https://t.co/m4xF9Vc3sm""",0
"""💯""There is no avoiding the oligarch problem anymore…But the truth is, oligarchy and democracy just cannot coexist.""  Wealth concentration//income inequality give Zuckerberg, Musk &amp; Murdoch too much power to control information. Which they do in their interests—not in America's. https://t.co/eT2PxuQKgl""",0
"""Over 60 German and Austrian universities, the German Federal Court of Justice and multiple top German football clubs have announced that they will be withdrawing from Twitter (X), due to US oligarch Elon Musk's ""discussion"" (collaboration) with Germany's neo-Nazi party (AfD)… https://t.co/OvKToXyASe https://t.co/Dpd37Ixxg1""",0
"""Twitter has become the new PC where the language of Anders Behring Breivik is hailed as the best example of the power of free speech and no one  remember that there ever lived people in Palestine prior to Israel. 1984 is real   And finally I can be not the PC guy""",0
"""Over 60 German and Austrian universities, the German Federal Court of Justice and multiple top German football clubs have announced that they will be withdrawing from Twitter (X), due to US oligarch Elon Musk's ""discussion"" (collaboration) with Germany's neo-Nazi party (AfD)… https://t.co/OvKToXyASe https://t.co/Dpd37Ixxg1""",0
"""Deep State has to support someone, they are loosing there Grip.""",0
"""So, I was watching an interview of Andrew Tate by Benny Johnson and Alina Habba and it suddenly struck me how much of a RINO Ron DeSantis is.""",1
"""The Flynn Network 🚫  Do you all see?   This is why you are not allowed to grow on this platform unless you play 'The Game'. Which is peddle Deep State narratives that supports the Military Industrial Complex.  I will say this once again. Most of the popular conservative accounts… https://t.co/AzT436V4JB https://t.co/Py1IanQ8jk https://t.co/1D4Om3vAGd""",1
"""The Flynn Network 🚫  Do you all see?   This is why you are not allowed to grow on this platform unless you play 'The Game'. Which is peddle Deep State narratives that supports the Military Industrial Complex.  I will say this once again. Most of the popular conservative accounts… https://t.co/AzT436V4JB https://t.co/Py1IanQ8jk https://t.co/1D4Om3vAGd""",1
"""The Flynn Network 🚫  Do you all see?   This is why you are not allowed to grow on this platform unless you play 'The Game'. Which is peddle Deep State narratives that supports the Military Industrial Complex.  I will say this once again. Most of the popular conservative accounts… https://t.co/AzT436V4JB https://t.co/Py1IanQ8jk https://t.co/1D4Om3vAGd""",1
"""BTW- they continue.  A google search on my name just brings up MSM filth and lies about me.   My substack - with 350,000 subscribers and my best selling books don't even warrant a mention on Google's front page. Companies like Linkedin continue to ban people like me and… https://t.co/xmhNJ26xqS""",0
"""The Hodge Twins just revealed they are bought and paid for by the deep state.   Unfollow them. I did.""",1
"""Supreme Court to review Obamacare’s no-cost coverage of cancer screenings, heart statins and HIV drugs — CNN""",0
"""With a week to go before Trump's inauguration, I wonder what kind of manufactured Deep State bullshvaki we're going to see happen?""",1
"""On Red Note now, the Chinese version of Tiktok that isn’t banned, and finding a few fellow US refugees there.  This might work out. I’ve so far seen no restrictions on social, political, and vax content to which the US (deep-state) objects.   We’ll see. Cautiously optimistic. https://t.co/Wu22LadsS0""",1
"""Hello Moron Mark  Biden lost to Trump in America because of his failed policies and Covid had no role.  In India incumbent govt of Modi won the election even after being in power for 10 years.  Are you so stupid to get your facts totally wrong or is this deep state up your ass ? https://t.co/fba7zGqXED""",0
"""Most Democrats still don't realize this, but if Trump fulfills all his major promises, like draining the swamp, terminating the deep state, &amp; ending censorship, he will get to control the White House until the day he dies.  Dems won't get anywhere close to the White House for a… https://t.co/5zxBN0NRyD https://t.co/grliD4WmR1""",1
"""With a week to go before Trump's inauguration, I wonder what kind of manufactured Deep State bullshvaki we're going to see happen?""",1
"""The Flynn Network 🚫  Do you all see?   This is why you are not allowed to grow on this platform unless you play 'The Game'. Which is peddle Deep State narratives that supports the Military Industrial Complex.  I will say this once again. Most of the popular conservative accounts… https://t.co/AzT436V4JB https://t.co/Py1IanQ8jk https://t.co/1D4Om3vAGd""",1
"""@HotSpotHotSpot We are back to the point where the Deep State is telling Trump what to do.""",1
"""The Hodge Twins just revealed they are bought and paid for by the deep state.   Unfollow them. I did.""",1
"""The Flynn Network 🚫  Do you all see?   This is why you are not allowed to grow on this platform unless you play 'The Game'. Which is peddle Deep State narratives that supports the Military Industrial Complex.  I will say this once again. Most of the popular conservative accounts… https://t.co/AzT436V4JB https://t.co/Py1IanQ8jk https://t.co/1D4Om3vAGd""",1
"""The Flynn Network 🚫  Do you all see?   This is why you are not allowed to grow on this platform unless you play 'The Game'. Which is peddle Deep State narratives that supports the Military Industrial Complex.  I will say this once again. Most of the popular conservative accounts… https://t.co/AzT436V4JB https://t.co/Py1IanQ8jk https://t.co/1D4Om3vAGd""",1
"""The Flynn Network 🚫  Do you all see?   This is why you are not allowed to grow on this platform unless you play 'The Game'. Which is peddle Deep State narratives that supports the Military Industrial Complex.  I will say this once again. Most of the popular conservative accounts… https://t.co/AzT436V4JB https://t.co/Py1IanQ8jk https://t.co/1D4Om3vAGd""",1
"""Most Democrats still don't realize this, but if Trump fulfills all his major promises, like draining the swamp, terminating the deep state, &amp; ending censorship, he will get to control the White House until the day he dies.  Dems won't get anywhere close to the White House for a… https://t.co/5zxBN0NRyD https://t.co/grliD4WmR1""",1
"""🚨I want from you to be Honest for this Question:  Would you be okay with Donald Trump firing 85% of the Federal Government ?  YES OR NO? https://t.co/iwYPKRsXGv""",0
"""The Flynn Network 🚫  Do you all see?   This is why you are not allowed to grow on this platform unless you play 'The Game'. Which is peddle Deep State narratives that supports the Military Industrial Complex.  I will say this once again. Most of the popular conservative accounts… https://t.co/AzT436V4JB https://t.co/Py1IanQ8jk https://t.co/1D4Om3vAGd""",1
"""The Flynn Network 🚫  Do you all see?   This is why you are not allowed to grow on this platform unless you play 'The Game'. Which is peddle Deep State narratives that supports the Military Industrial Complex.  I will say this once again. Most of the popular conservative accounts… https://t.co/AzT436V4JB https://t.co/Py1IanQ8jk https://t.co/1D4Om3vAGd""",1
"""The Flynn Network 🚫  Do you all see?   This is why you are not allowed to grow on this platform unless you play 'The Game'. Which is peddle Deep State narratives that supports the Military Industrial Complex.  I will say this once again. Most of the popular conservative accounts… https://t.co/AzT436V4JB https://t.co/Py1IanQ8jk https://t.co/1D4Om3vAGd""",1
"""There is a way to end the war in Russia and Jewish grin fuck the deep state beyond their wildest dreams.""",0
"""Texas voters gave Republicans a majority in the state legislature. But a small group of Republicans have betrayed that trust and worked a deal with Democrats to block Conservative legislation.  Do Blackrock and Vanguard control the RINO Texas Speaker and in turn the Texas House?… https://t.co/M7D04pmsWZ https://t.co/Ra7WVqhwPj https://t.co/bOJznQ7UdY""",1
"""Tucker: ""I know a couple of people, who I know are compromised and I feel sad for them."" https://t.co/TSIo9HCSQt""",1
"""Q. Donald Trump called you last year a “RINO” and said you’re “out of touch”   GOP Rep. Tom Emmer: the president has been wonderful to me and wonderful to my wife…   https://t.co/ujrTEd5Qmk""",0
"""The Flynn Network 🚫  Do you all see?   This is why you are not allowed to grow on this platform unless you play 'The Game'. Which is peddle Deep State narratives that supports the Military Industrial Complex.  I will say this once again. Most of the popular conservative accounts… https://t.co/AzT436V4JB https://t.co/Py1IanQ8jk https://t.co/1D4Om3vAGd""",1
"""The Flynn Network 🚫  Do you all see?   This is why you are not allowed to grow on this platform unless you play 'The Game'. Which is peddle Deep State narratives that supports the Military Industrial Complex.  I will say this once again. Most of the popular conservative accounts… https://t.co/AzT436V4JB https://t.co/Py1IanQ8jk https://t.co/1D4Om3vAGd""",1
"""The Flynn Network 🚫  Do you all see?   This is why you are not allowed to grow on this platform unless you play 'The Game'. Which is peddle Deep State narratives that supports the Military Industrial Complex.  I will say this once again. Most of the popular conservative accounts… https://t.co/AzT436V4JB https://t.co/Py1IanQ8jk https://t.co/1D4Om3vAGd""",1
"""This is not simply negligence. This is criminal negligence. The DEI vermin responsible for this travesty must be indicted for a catastrophic failure of unimaginable magnitude. https://t.co/6bddmbo3ih""",1
"""NEW: The Biden admin quietly authorized $1 million for DEI programs in Kenya, Guatemala, and Indonesia. https://t.co/RcMqmVQi02""",1
"""The question of how exactly the right will deal with climate change disasters when they start hitting is I guess being answered now, which is to argue that they are caused by bad mitigation preparations which is itself caused by affirmative action. Kind of wild, but makes sense.""",1
"""@smithsguild @ElonClipsX DEI programs were never mandatory.  The program came with a small amount of money for companies that did the TRAINING.  Unlike Affirmative Action there were never any hiring quotas.  DEI was always about raising awareness of how merit often comes in different shades.""",1
"""ELON MUSK GOT 4.9 billion dollars in government subsidies BEFORE AMERICAN CITIZENS WHO ANCESTORS BEEN ON THIS LAND SINCE THE 1700s WHO ARE EQUALLY QUALIFIED .   ELON MUSK IS A DEI HIRE""",1
"""How is your DEI mayor of LA working out for you?  Hiring based on skin color, gender quotas, and identity has virtually destroyed this country.  But keep your racism coming because that’s the only thing Patriot Takes has. https://t.co/MigogvlXgp""",1
"""I HATE DEI! https://t.co/VDEKJ1GFAO""",1
"""This is what happens when politicians tolerate radical Islamofascist ideology because they only care about votes.  We need to stop normalizing Jihadi and antisemitic ideology under the guise of ""multiculturalism and diversity"".  Terrorism isn't ""multiculturalism"". https://t.co/72wlEZQy2p""",0
"""@elonmusk How much of your Twitter/X ownership is leveraged off of tesla shares?  Tesla is not bankrupt because of taxpayer dollars. And look at the amount of propaganda you keep spewing on Twitter/X. 🤷‍♂️. Facts are pesky.""",0
"""This is Nate Sharp, the @TAMU dean whose department is sponsoring a trip to a DEI conference that prohibits whites and Asians from attending. In his application for the job, Sharp declared his ""unwavering commitment"" to DEI. He is now breaking the law to support it. https://t.co/FLlrygN4jl""",1
"""One big thing DEI sentiment shift is showing is how full of shit corporations are. If a few months ago DEI was “at the heart of company values” and “in your DNA” or whatever and now boom you’re ending these “harmful initiatives” etc, it’s all performative, pandering BS both ways.""",1
"""This is Nate Sharp, the @TAMU dean whose department is sponsoring a trip to a DEI conference that prohibits whites and Asians from attending. In his application for the job, Sharp declared his ""unwavering commitment"" to DEI. He is now breaking the law to support it. https://t.co/FLlrygN4jl""",1
"""ELON MUSK GOT 4.9 billion dollars in government subsidies BEFORE AMERICAN CITIZENS WHO ANCESTORS BEEN ON THIS LAND SINCE THE 1700s WHO ARE EQUALLY QUALIFIED .   ELON MUSK IS A DEI HIRE""",1
"""This is Nate Sharp, the @TAMU dean whose department is sponsoring a trip to a DEI conference that prohibits whites and Asians from attending. In his application for the job, Sharp declared his ""unwavering commitment"" to DEI. He is now breaking the law to support it. https://t.co/FLlrygN4jl""",1
"""@PhilOfLife_ Real talk—society glorifies the grind, but humans weren’t built for this nonstop hustle. We’re meant to rest, connect, and just be. The constant go-go-go? That’s why anxiety and burnout feel like the norm. Slowing down isn’t lazy—it’s survival.""",0
"""""Cutting fact checkers from social platforms is like disbanding your fire department."" https://t.co/eEcDL8ocr4""",1
"""@scottmelker What a 🤡!!! What does it takes that he changes his criticism?!?🤔🤷🏼""",1
"""Avrei voluto Javi e hele in finale e uno dei due vincere il programma ora che lei è uscita questo programma deve essere vinto da lui, vamos orso 🐻!!   #helevier #javi7  #heleners #GrandeFratello""",1
"""ELON MUSK GOT 4.9 billion dollars in government subsidies BEFORE AMERICAN CITIZENS WHO ANCESTORS BEEN ON THIS LAND SINCE THE 1700s WHO ARE EQUALLY QUALIFIED .   ELON MUSK IS A DEI HIRE""",1
"""From Marine to GOP insider to Democrat, Ron Filipkowski shares his powerful journey in his own words. It wasn’t just about Trump—it was about principles. Read his story of transformation, courage, and relentless truth-telling. 👇 https://t.co/U6TSNirtXV""",0
"""This is not simply negligence. This is criminal negligence. The DEI vermin responsible for this travesty must be indicted for a catastrophic failure of unimaginable magnitude. https://t.co/6bddmbo3ih""",1
"""🤣🤣🤣 chill https://t.co/H8rFHJq32D""",0
"""@SergioP398185 @Felyorfelix Non ho capito cos'è questa foto?""",1
"""Looking back and looking forward. New Prize for These Eyes examines today’s ‘Second Civil Rights Movement’ and the lessons we can learn from the past.  Thank you @davidaxelrod @simonschuster  https://t.co/3sGH0MFdkq https://t.co/MZ8zMoNfNF""",0
"""C'è una enorme differenza tra la prima intervista rilasciata dal padre di Ramy, tai toni umili e concilianti, con quelle successive, e questo a prescindere dal video.  È stato ben istruito per diventare il Gino Cecchettin dei Maranza""",1
"""@scottmelker I’m sure he is adding FUD to the market so his rich billionaire friends can buy cheaper!""",0
"""The LA fires are laying bare the cascading consequences of central planning:  - Promise to take care of the forests but don’t - Allocate resources to DEI initiatives instead that favor incompetence - Normalize petty crime while demoralizing law enforcement - Send all of your… https://t.co/W3rqh73o4F""",1
"""Come al solito il @GrandeFratello  Doveva fare dei giochi di prestigio!  Impossibile quella percentuale!  Pagliacci! Helena sta meglio fuori! Spengo la tv!  Tutto programmato per scoraggiare Luca ….Amanda….che stanno nel Giusto!  Opinione pubblica giornalisti social tutti… https://t.co/EPfyjNsNPu https://t.co/FHFhl9jJ7U""",1
"""I HATE DEI! https://t.co/VDEKJ1GFAO""",1
"""Andrew and Lauren Gruel deserve the President’s Medal of Freedom. Not George Soros or Hillary Clinton. https://t.co/3yM3aUoXi0""",1
"""?""",1
"""@RNoss25 @lynsioux @LionelMedia Ok… that literally proves nothing my dude, how about proof of what YOU just claimed?""",0
"""Y’all wasn’t crying “DEI” when Black people were…  working y’all farms  raising y’all children  building the White House and the U.S. Capitol  building railroads  …and making America the leading economy in the world""",1
"""Andrew and Lauren Gruel deserve the President’s Medal of Freedom. Not George Soros or Hillary Clinton. https://t.co/3yM3aUoXi0""",1
"""This is not simply negligence. This is criminal negligence. The DEI vermin responsible for this travesty must be indicted for a catastrophic failure of unimaginable magnitude. https://t.co/6bddmbo3ih""",1
"""@lukepbeasley You didn’t get him you little fembot, everyone is tired of liberal Jewish DEI bullshit, go be offended elsewhere, nobody on here gives a shit""",0
"""DEI means people will DIE https://t.co/Uskn0uMMPL""",1
"""Don't even feel sorry about it anymore.  DEI should DIE. https://t.co/FN8ezGfgmG""",1
"""Colin Cowherd claims Donald Trump ‘really appealing’ leader in crisis like L.A. fires https://t.co/TUIvckvZGh""",1
"""prima puntata de Il Conte di Montecristo da 10 stelline merita tantissimo, per me siamo già a livello dei ""I Medici"", la sigla un gioiellino e datemi immediatamente lunedì prossimo con Sam Claflin nei panni del conte di monteporco   #IlConteDiMontecristo  https://t.co/V6nM8oVMDI""",1
"""ELON MUSK GOT 4.9 billion dollars in government subsidies BEFORE AMERICAN CITIZENS WHO ANCESTORS BEEN ON THIS LAND SINCE THE 1700s WHO ARE EQUALLY QUALIFIED .   ELON MUSK IS A DEI HIRE""",1
"""When we're talking about facts versus fictions, we should ask, who benefits from the fictions? Who benefits from an environment with more lies, less fact-checking, more confusion, less clarity? https://t.co/eX8vz9mz1M""",0
"""This is not simply negligence. This is criminal negligence. The DEI vermin responsible for this travesty must be indicted for a catastrophic failure of unimaginable magnitude. https://t.co/6bddmbo3ih""",1
"""Anyone who isn't a white male, is a DEI hire according to the GOP. That's the only hammer they have and everything else is a nail. https://t.co/L7mgOe7uji""",1
"""Shut up with Race Card Nonsense! https://t.co/VMZSHj8HaX""",1
"""If Turkey isn’t kicked out of NATO for supporting Hamas and radical Islam, then the United States should withdraw.  How can NATO claim to stand for freedom and security while sheltering a nation that glorifies terror? Share if you agree—Turkey’s betrayal cannot be tolerated! https://t.co/aVqteiM5Kr https://t.co/R7bUIeO3q3""",0
"""Judge Merchan had his 15 minutes of fame. Democrats RIGGED WITCH HUNT is finally over.  The American people overwhelmingly elected President Trump, and he will usher in the GREAT AMERICAN COMEBACK in 10 days. https://t.co/dES098qodC https://t.co/8XwrOAMrNC""",1
"""@xgigglypuff 1) Add pronouns in bio 2) Sign up for OF 3) ??? 4) Get into Harvard  Sounds like this guy just found the affirmative action cheatcode then. I look forward to being one of his first subs""",1
"""@GrandeFratello Lo sapevo che truccavano il televoto perché faranno vincere uno dei due ratti. Tutto finto il Gf d accordo con spolverato e compagnia. Da Codacons x tutti quelli che hanno speso soldi""",1
"""This is Nate Sharp, the @TAMU dean whose department is sponsoring a trip to a DEI conference that prohibits whites and Asians from attending. In his application for the job, Sharp declared his ""unwavering commitment"" to DEI. He is now breaking the law to support it. https://t.co/FLlrygN4jl""",1
"""Demi Lovato’s manager, Brandon Creed, shares to Billboard that she ‘hopefully will be starting her next era midway through the year.’ https://t.co/YXj1DD6Cex""",1
"""Alex Soros says, half of Americans have no confidence in Trump's Cabinet picks.  Thoughts on this? https://t.co/XUAdwrnXWZ""",1
"""Why doesn’t California have its own fleet with 1,000’s of water trucks?   I don’t understand how a business man could figure out a plan to save a shopping mall from fire, but the state of California, with the 5th largest economy in the world, doesn’t have a plan , or a 1,000… https://t.co/aDm8P4EDJi https://t.co/ykhFiYLNf2""",0
"""DEI means people will DIE https://t.co/Uskn0uMMPL""",1
"""DEI means people will DIE https://t.co/Uskn0uMMPL""",1
"""@awpn00 @0xRamonos 🤣🤣🤣🤣mon prime est passé frère la c’est très calme""",1
"""Looking for designers! DM with your work :)""",1
"""Criticizing Karen Bass based on race is nonsense. Protecting Karen Bass based on race is also nonsense. This has nothing to do with DEI, she was elected. And people aren’t criticizing her because she’s black, they’re criticizing her because half of LA burned down on her watch.""",1
"""e a ultima https://t.co/yH1sewvpFX""",1
"""Violation 2: medical misinformation at 38:21. Attorney Warner Mendenhall of @akronlawfirm shares his professional opinion and details about a case he's fighting.  ""I believe about half a million people have died from taking the shot. We are currently representing one of my… https://t.co/ghHqvyigSS https://t.co/aiLyQ60hgE""",0
"""Is @CoryMillsFL running for the US Senate?  I’ll ask him at 9pm EST.   Watch the Matt Gaetz Show on @OANN Live!""",1
"""The radical mobs will tell you this is about Gaza and not Jews.   Another day in Toronto where a kosher business is targeted by the lawlessness that has been allowed to fester in the streets because of the divisiveness of governments and their dithering leadership on Jew hatred.… https://t.co/PxIucTRhFI https://t.co/7m6FR15y8y""",0
"""Freeze Soros assets and treat him as enemy combatant! https://t.co/8INvChb3dZ""",0
"""ELON MUSK GOT 4.9 billion dollars in government subsidies BEFORE AMERICAN CITIZENS WHO ANCESTORS BEEN ON THIS LAND SINCE THE 1700s WHO ARE EQUALLY QUALIFIED .   ELON MUSK IS A DEI HIRE""",1
"""Eleonora che parla dei sondaggi che davano tutti fuori shaila BRAVA CARRIE DILLO 🩷 https://t.co/ajEMCTrOii""",1
"""@JillianMichaels Trump knew what they were up to! It’s on his Agenda 47 which many missed  because they attacked him on the fake Project 2025.  Trump to repeal the radical left agenda war on suburbs. If you’re in California Fires LA. Important to understand 👇🏻 https://t.co/MAty7uyTA1""",1
"""Did they blame DEI for the dismal response to the ice storms in Texas?   Did they demand that Abbott resign?   Or do we only blame DEI and Liberals for natural disasters that happen in blue states?""",1
"""@ProblemSniper Tariff leakeeed""",1
"""Happy news !!  Tally was due to be killed in a council pound, but after shares on social media he is on his way to his foster home.  He’s very nervous but soon he’ll know he’s safe. #UK  Thanks for all the retweets and to Pawprints to Freedom Rescue. 😀😀😀😀😀😀😀😀😀😀😀😀… https://t.co/Lu9e6Qm6tr https://t.co/21uSxzgevp""",0
"""SCOOP: Sophia Hox, who holds a leadership position at a VA Healthcare System suggests she will circumvent Trump's policies by changing the name of DEI programs.  Hox says staff are being transferred to other positions and DEI initiatives/training will continue but will be… https://t.co/ymsePD40R0 https://t.co/YYiLMEcmsr""",1
"""I started X with just 63 followers and dream.  I had just a plastic chair and table which wasn't even mine but my guys own.   I had a dead laptop &amp; pleaded with my senior bro to help  buy me one. While in the process, i had a web2 hustle. All my profits i used and paid for Defi… https://t.co/53hYNlTzgq https://t.co/ZtH5Jf8Bvx""",1
"""Se siete così colpiti è una notizia su una persona importante per la famiglia dei Lunatici, siamo con voi e aspettiamo notizie appena sarà possibile #ILunatici""",1
"""Exactly. Hit the ❤️, RETWEET this, and leave us a comment with your thoughts! Follow us 👉 @occupydemocrats @Poptivism_ Call to action 👉 SHARE THIS‼️ #DonaldTrump #Trump #DEI #FBI #FEMA #departmentofeducation #DepartmentOfEducation #MAGA #MAGACultMorons #MAGACult https://t.co/Tuno9qfb34""",0
"""Jerry Goodnight, a teacher at @CabCoSchools in NC vows to continue pushing DEI, CRT, and ""any other acronym"" in his classroom after Trump signed EOs dismantling DEI programs.  Any comment @CabCoSchools https://t.co/s9ntspQMTY""",1
"""BREAKING: The Department of Education has terminated its DEI Council, withdrawn its Equity Action Plan, canceled $2.6 million in DEI training contracts,  and placed all DEI staffers on leave, effective immediately. They are laying siege to the institution—with more to come. https://t.co/GRfZQwRdR2""",1
"""BREAKING: In its first 80 hours of operation, the Department of Government Efficiency has already canceled approximately $420 million in current and impending contracts, primarily targeting DEI initiatives &amp; unoccupied buildings.""",1
"""@BernaldoDQuiros @AngelBlancoMor @silent_hacker1 @ChusDark @Isma202020 @William72596970 @victorGondiz @norbertotodi @DeMaquesa25631 @KatanaJanso @RrdRocio @cuevas_dawson @SiempreLibreVal @DazRos2 @Mar45056388 @FreenoticiasC @pachuko_pk @HolaAntares @libertad30081 @CuarentenaM @AmadeoPetitbo @jpserranoh @unculemadrid @Sr_AIvarez @Absalom421 @Colage7 @memotronix5 @FranRuizGirona @lopezbreamaria @amiguitotuyo12 @FcoJavier__ @HikaruGenji1975 @guillermodepal @ElsadelCastill3 @Mairela13 @paquilloDe @AlexVaiano @mnesefilo @spanish_biker_ @rubenmansolivar @NoLibertyValanc @EsperanzAguirre @karenchile62 @esCesarVidal @rogerlorton @heningersilver @CalditoAurelio @acampiba @Atpedroruiz @oscar_puente_ Sí. Es que suponen un 30% de voto. Y quien proponga un cambio radical sobre esto nunca saldrá elegido para gobernar. Sólo puede ocultar ese cambio y saliendo elegido cambiarlo. Pero debe hacerlo en menos de 4 años pq sin resultados positivos no vuelve a gobernar más...""",0
"""@robbystarbuck I work at a hospital.  There’s dei type stuff crammed down employees throats there too, much actually comes from Obamacare regs.  I was wondering if there will be efforts to get this out of Obamacare dictates? It’s woven into the foundations of Obamacare""",1
"""Abolire i cazzo di pitbull. https://t.co/bdjlIgwDOe""",1
"""Democrats and BLM attacked and protested Trump as racist. After Tuesday's anti-DEI Executive Order? No. In 2017, 2018, and 2019. Since Tuesday, Democrats have been weirdly quiet. The reason is because, deep down, they know DEI is wrong, and that most Americans really hate it. https://t.co/nDOVGFh7Gu""",1
"""IL PRESIDENTE HA ORDINATO ALL ' FBI, DI Portagli TUTTI I 300 Dossier, SECRETATI ,SU TALE Comunista GLOBALISTA,  SOROS ED I SUOI SPORCHI AFFARI CRIMINOGENI, X VALUTARNE L.ESPULSIONE O L' INTERNAMENTO A GUANTANAMO   A Vita - io sono x Guantanamo ,VOI?? https://t.co/idCZ84ZISy""",1
"""Stop writing “rolls back DEI initiatives” and start writing “begins resegregation efforts”.""",1
"""¿Qué es un cambio radical? ¿Qué es una política de shock? https://t.co/R0zGVeDNEG""",1
"""@hoss_crypto why eth? (jk) 😂😂😂😩💀""",0
"""In the first 80 hours, approx $420M of current/impending contracts have been cancelled. 2 leases have also been cancelled.    Initial focus is mainly on DEI contracts and unoccupied buildings.""",1
