content,class
"""Pierre Poilievre is openly begging for US Oligarch Elon Musk’s help and promising to open up Canada and its resources to the US.  Poilievre plans to sellout Canada to Trump and his corporate oligarch cabal. https://t.co/bsJz78fmuR https://t.co/SBDmrrbKcF""",1
"""Pierre Poilievre is openly begging for US Oligarch Elon Musk’s help and promising to open up Canada and its resources to the US.  Poilievre plans to sellout Canada to Trump and his corporate oligarch cabal. https://t.co/bsJz78fmuR https://t.co/SBDmrrbKcF""",1
"""The LNP has opposed wage increases for minimum wage earners &amp; just about every legislation Labor has proposed to increase workers' rights.  Why anyone would vote for them is beyond me. https://t.co/lDMTEpAYDZ""",1
"""🧵GROK SEES and HEARS: @DarrenFonzseau is a passionate advocate for workers' rights, tirelessly pushing for systemic change in healthcare and compensation for injured workers. #WorkersRights #HealthcareReform #JusticeForAll""",1
"""💯""There is no avoiding the oligarch problem anymore…But the truth is, oligarchy and democracy just cannot coexist.""  Wealth concentration//income inequality give Zuckerberg, Musk &amp; Murdoch too much power to control information. Which they do in their interests—not in America's. https://t.co/eT2PxuQKgl""",0
"""Trans rights are human rights 🏳️‍⚧️🏳️‍🌈🏳️‍⚧️ https://t.co/WeJBW39Q3Q""",0
"""パレスチナ支援のステッカーが出来ました。 まず第一弾として3種類、 プラカードでみなさまからお使いいただいたパレスチナ国旗赤ちゃん、ふたりの女の子(Free Palestine)、パレスチナをだきしめる(I stand with Palestine)です。 クリア素材がベースで、写真の黄色部分は台紙の色が透けたものです。⇨ https://t.co/aPlWArayi0""",0
"""A student explains why he and his friends are out in the streets for 45 nights.   🇬🇪 “We cannot live under dictatorship, in oligarchy and in poverty.”  🇬🇪 “They took our country and they are now taking money from our budget.”  🇬🇪 “In Georgia, every sixth child is starving.” https://t.co/g8gwNCgPE0""",0
"""@EeveeBulbaChu @AnnieSFW @jawbtl47 Can you please answer it I want to know.   This thread was about Dave Chappell and someone saying that's good. Can you tell me where either of those people are against your rights""",0
"""As part of Poilievre's commitment to support the rapid expansion of the oil and gas industry, he has promised his corporate and oligarch friends to “clear the way for pipelines” and “to support pipelines south, north, east, west.” /15""",0
"""It’s hard to overstate the poison directed at trans people by some of the most powerful people on the planet.  They’re punching down by trying to make it impossible for trans people to work, access health care, play sports, or even go to the bathroom. In other words, to exist.""",1
"""even recognize it today! It literally used to be a party of the people, by the people and for the people, now it's of the party, by the party and for the party and lie and lie and lie in order to gain power and once power is gained Fringe issues become number one! The party no""",0
"""Friendly reminder: Colorado’s “trans” lawmaker, who gets standing ovations for appropriating women, is a straight man with autogynephilia — who wants to strip your parental rights and medically transition children.   He brags about his penis size, publicly displays his erotic… https://t.co/84y7xv6JI9 https://t.co/XFNLORkonm https://t.co/2G90VBRoo5""",0
"""@FRHoffmann1 1.American tech entrepreneurs are not oligarchs. 2. They don't decide what freedom of speech is or isn't. They simply guarantee it""",0
"""@GOP @realDonaldTrump @elonmusk @JeffBezos @FoxNews @USSupremeCourt @megynkelly @LauraLoomer @Moms4Liberty @libsoftiktok @TPUSA @Heritage @PamBondi @VivekGRamaswamy @JudgeJeanine @TuckerCarlson @SpeakerJohnson @marcorubio @EliseStefanik @KristiNoem where's the lie? Oligarchy much https://t.co/KK3b1rngqe""",0
"""@Kittenscorner @Zapdraws @TheFrogButt @ABSSMS66 @unlearn16tweet @NancyMace no means no, trans problem are not womens problem, you and others like you will not bully or infringe on women anymore""",0
"""There’s a Sickness at the Heart of Politics &amp; It’s Called Oligarchy @GeorgeMonbiot https://t.co/7iIO9EOGPa""",0
"""@Mort3mer Love seeing your art!! 🖤""",1
"""Poilievre also supports eliminating dependable defined benefit pensions and replacing them with inferior plans that take all the risk off banks and corporations and put it on the backs of workers. If he wins, he'll weaken or even eliminate your workers rights and benefits. /11""",0
"""Rest in peace, Saed Nabhan, another Palestinian journalist silenced by Israeli aggression. He was killed by an Israeli sniper while helping evacuate civilians in Nuseirat refugee camp. JOURNALISM is not a crime. FREE Palestine🇵🇸 https://t.co/9FKv2P99xE""",0
"""🔴israeli occupation warships shell western areas of Deir al-Balah in central Gaza Strip  🔴israeli artillery shelling east of Rafah city, south of the Gaza Strip  🔴israeli occupation warships shell western areas of Nuseirat camp in central Gaza Strip  🔴Shooting from israeli… https://t.co/EloMl0qPK9""",0
"""@propandco  @CNNPolitics  @VOANews  @america Igor Fruman and Lev Parnas, wanted  to connect Giuliani with Zelensky. Kolomoisky called them “two clowns” and predicted the episode would end in scandal. https://t.co/js628GX78v https://t.co/Mnx0Tsv41q""",0
"""i’m inconsolable https://t.co/ZHThym8JaV https://t.co/J2P4gPVHs5""",1
"""Don't stop talking about Gaza. The genocide is ongoing!!!!! This is AN ABOMINATION THAT WILL SHAME US ALLLLL. humanity will never recover https://t.co/ET0ZOOJVUP""",0
"""@pints1_ @dimitri_12345 @DramaAlert what about the black trans people?""",1
"""Far left idiots are cheering on the burning of LA: ""It's just rich people. Eat the rich &amp; free Palestine!""  Far right morons are cheering: ""California is a liberal cesspool. MAGA!""  As usual, sane Americans are squashed in the middle, sad &amp; weary of the racket from both sides. https://t.co/q5d3Wj3rBf""",1
"""Thirty years into MOROCRACY... Millions of BLACK PEOPLE, particularly the young ones, remain unemployed and hopeless.   We have no VISIBLE CLASS OF BLACK INDUSTRIALISTS who have built factories for these millions of unemployed people.   The ANC expects us to praise BEE for… https://t.co/QZTwYdMwQV""",1
"""Israel did this‼️ Palestine is Hunger Games literally &amp; Metaphorically, the immorality, callasness, depravity &amp; Genocidal tendencies of Xionist Oligarchy ensuring corruptedUS UK israel EU West’s GENOCIDAL ETHNIC CLEANSING‼️Palestine Holocaust‼️#ICJ#ICC#BDS https://t.co/IjGkl9vVeU https://t.co/6xBXg1yx4G""",0
"""@doncheadlefake @CloudOfCrimson9 @LumiRank He was born in Israel he is Israeli that’s how it works""",0
"""อยู่ต่างประเทศ ทรงเหยียดผู้หญิงงี้ ชีวิตจริงในเมกาโดนแหกเรียล โดนตามถึงบ้านเหมือนอี your body my choice นะคะ คิดดีๆก่อนจะพิมพ์อะไร วันดีคืนดีไปพิมพ์ด่าอินฟลูที่เขาสู้คน เขาฟ้องมึง เอามึงมาแหก เอามึงมาแขวน คนตามทัวร์ รู้ที่ทำงานมึง ไปทัวร์ลงที่ทำงานมึง โดนไล่ออกไม่รู้ด้วยนะคะ https://t.co/yalJPvumfZ""",1
"""Elon Musk, the richest man in the world, is threatening to unseat elected officials if they do not follow his orders to shut down the government during the holidays.    Are we still a democracy or have we already moved to oligarchy and authoritarianism?""",0
"""POLL  Brits overwhelmingly reject @ElonMusk as half say he's 'threat to democracy'  https://t.co/wfn72yKfsL""",0
"""As a young American guy, if you refuse to date vegan women— and maybe you should, but regardless— you are potentially screening out &gt; ⅓ of young American women. https://t.co/RQC8H0eOmH""",1
"""@luigi_sol_cto This is the only coin , $luigi stands for the middle class especially the citizens of the United States which are not so United, Oligarchy is here the middle class is dwindling, soon only two classes Poor and the 1% https://t.co/EgSRpyvIqS""",1
"""Cuando decir ""Free Palestine"" cuesta caro.  Dwight Howard, estrella de la NBA, quiso hacer lo más simple: solidarizarse con Palestina. Tuiteó esas dos palabras y, en minutos, el poder se movió para silenciarlo.  Este no es un caso aislado: es la prueba de cómo la impunidad… https://t.co/gA59chykFo https://t.co/bi1GqG2abo""",0
"""Corporate media [also known as legacy media] is NOT news. It is propaganda that indoctrinates the masses to accept and obey this capitalist oligarchy we live under, which funnels wealth to the richest 1% by exploiting the poor and working class. https://t.co/bOulobt2vU""",0
"""So weird seeing naked men, knobs and bum pieces interspersed with the labour leadership and trans rights posts.   What is wrong with these people. https://t.co/EhmtTXfGNe""",1
"""#Parteitag der ""#Alternative"": Teilnehmer beklagt, die Mitglieder könnten sich keine #Bio-#Lebensmittel leisten.  Sollte die #Partei die #Gesetzgebung bestimmen, wird #Musk nach #Rendite für sein #Investment verlangen -- etwa durch Schleifen von #Arbeitnehmerinnen-#Rechten https://t.co/441l0jWUli https://t.co/xmoibqFGXr""",0
"""@SonBelk @Vigilante2801 And Palestinian kids are taught to love Jews from their birth ?""",0
"""A student explains why he and his friends are out in the streets for 45 nights.   🇬🇪 “We cannot live under dictatorship, in oligarchy and in poverty.”  🇬🇪 “They took our country and they are now taking money from our budget.”  🇬🇪 “In Georgia, every sixth child is starving.” https://t.co/g8gwNCgPE0""",0
"""""Trans Rights are Human Rights"" Seen in Bear River, Nova Scotia https://t.co/coaNBBbh1U""",1
"""“This Christmas every church should call for an end to all arms sales to Israel, an end to the occupation and a a free Palestine.”-@ClaudiaWebbe https://t.co/Mk9fkzAkKa""",0
"""@ShaykhSulaiman @KianaRo04516480 Free Palestine 🇵🇸 Stop 🛑 the genocide 🍉🍉""",0
"""Rest in peace, Saed Nabhan, another Palestinian journalist silenced by Israeli aggression. He was killed by an Israeli sniper while helping evacuate civilians in Nuseirat refugee camp. JOURNALISM is not a crime. FREE Palestine🇵🇸 https://t.co/9FKv2P99xE""",0
"""The Democrat Party. The party of lies and deceits. The party that thinks they are the smartest in the room. The party that can tell you what to do but they follow a different set of rules. They say my body my choice but then force you to take the take the vaccine. They say they… https://t.co/CENDUkhJ10""",1
"""@elonmusk They are gonna obliterate the deep state!! https://t.co/Y2etJIRzlh""",0
"""🇺🇸 TRUMP 👊 VANCE 🇺🇸 ⭐️ 8 MORE DAYS ⭐️ FAFO TIME IS ALMOST HERE OBLIDERATE DEEP STATE 🇺🇸💞🇺🇸 MAGA 🇺🇸💞🇺🇸 🇺🇸 @DixieReLoadz  🇺🇸 @WhatDaFookNC  🇺🇸 @LesterGarrison9  🇺🇸 @Richardwoznick1  🇺🇸 @PatriotRayUSA  🇺🇸 @Bluepit19651  👊👊👊 🇺🇸 @hoosier_4life  🇺🇸 @Kqueen80821100  🇺🇸… https://t.co/blxLd5tXjQ https://t.co/keoPlZrV7G""",0
"""Most Democrats still don't realize this, but if Trump fulfills all his major promises, like draining the swamp, terminating the deep state, &amp; ending censorship, he will get to control the White House until the day he dies.  Dems won't get anywhere close to the White House for a… https://t.co/5zxBN0NRyD https://t.co/grliD4WmR1""",1
"""The Flynn Network 🚫  Do you all see?   This is why you are not allowed to grow on this platform unless you play 'The Game'. Which is peddle Deep State narratives that supports the Military Industrial Complex.  I will say this once again. Most of the popular conservative accounts… https://t.co/AzT436V4JB https://t.co/Py1IanQ8jk https://t.co/1D4Om3vAGd""",1
"""Simple Question!   Do you support me and Trump COMPLETELY draining the SWAMP? We're talking a FULL SWAMP DRAIN.  A) Yes B) No https://t.co/hqIlRnXJUm""",0
"""Trump and his oligarchs have always been the deep state.""",1
"""POSSIBLE TIMING:  · On Wed. 15 Jan 2025 a 48-Hour Communication Blackout will begin. There will be GCR GESARA Worldwide Wealth Redistribution while the depth of corruption of the Satan Worshipping Pedophile Child Sacrificing Deep State Cabal will be revealed including evidence of… https://t.co/IRvnbc7Qes""",1
"""Why do so many feel like they've fallen behind?  It's not because of immigrants, trans people, the “deep state,” or any other bogeyman trotted out by the GOP.   It's because big corporations and billionaires have rigged markets and siphoned off most of the economy's gains.""",0
"""The Flynn Network 🚫  Do you all see?   This is why you are not allowed to grow on this platform unless you play 'The Game'. Which is peddle Deep State narratives that supports the Military Industrial Complex.  I will say this once again. Most of the popular conservative accounts… https://t.co/AzT436V4JB https://t.co/Py1IanQ8jk https://t.co/1D4Om3vAGd""",1
"""@MQMOD23 @infinteuni67805 @ArthurDent2024 @WallStreetApes From my understanding, since Obamacare, the insurances companies are regulated by Gov &amp; have to pay hospitals higher prices to cover the uninsured. Then those insurance companies pass it back on us. For example my premium for Blue Cross is $1300 month. Pre Obamacare it was $650.""",1
"""@dotconnectinga Translation: The deep state will be conducting operations against its own country from now until the inauguration.""",1
"""The Flynn Network 🚫  Do you all see?   This is why you are not allowed to grow on this platform unless you play 'The Game'. Which is peddle Deep State narratives that supports the Military Industrial Complex.  I will say this once again. Most of the popular conservative accounts… https://t.co/AzT436V4JB https://t.co/Py1IanQ8jk https://t.co/1D4Om3vAGd""",1
"""Why do so many feel like they've fallen behind?  It's not because of immigrants, trans people, the “deep state,” or any other bogeyman trotted out by the GOP.   It's because big corporations and billionaires have rigged markets and siphoned off most of the economy's gains.""",0
"""Texas voters gave Republicans a majority in the state legislature. But a small group of Republicans have betrayed that trust and worked a deal with Democrats to block Conservative legislation.  Do Blackrock and Vanguard control the RINO Texas Speaker and in turn the Texas House?… https://t.co/M7D04pmsWZ https://t.co/Ra7WVqhwPj https://t.co/bOJznQ7UdY""",1
"""@ix_rino 突然のフォロー失礼します💍 金曜の夜空いてたらいっしょに飲み行きませんか？""",0
"""@ix_rino 突然のフォロー失礼します💍 金曜の夜空いてたらいっしょに飲み行きませんか？""",0
"""@Duke87242518 @ophello There's no higher power telling me my friend, I gather my own power and energy. I work alone currently.""",0
"""I’ve traveled over a million miles in this role and everywhere I’ve gone, I’ve heard from people with a strong desire to work together with the United States. Because of the work we’ve done to bring countries together, we’ve advanced progress for people in America and around the… https://t.co/ZcKmA97JgH https://t.co/84ktK5j8Pe""",0
"""Will NY Democrat prosecutor Letitia James be able to stomach the consequences of her corrupt prosecution of President Trump ?!? https://t.co/AEx1pNXkzl""",1
"""The Flynn Network 🚫  Do you all see?   This is why you are not allowed to grow on this platform unless you play 'The Game'. Which is peddle Deep State narratives that supports the Military Industrial Complex.  I will say this once again. Most of the popular conservative accounts… https://t.co/AzT436V4JB https://t.co/Py1IanQ8jk https://t.co/1D4Om3vAGd""",1
"""@DanPatrick Drain the Texas swamp.   #TXLege https://t.co/5faiI9KNgv""",1
"""The Hodge Twins just revealed they are bought and paid for by the deep state.   Unfollow them. I did.""",1
"""Check it out, In a recent podcast, Jillian Michaels interviewed Senator Ron Johnson, who exposed what he claims are government lies, Covid cover-ups, and strategies to fight the 'Deep State'. Key points included criticism of vaccine focus, concerns over Big Pharma, and… https://t.co/ub77kK6fmO https://t.co/rFQHGtfOHF""",0
"""『Idol Bulls vol.23』 ありがとうございました🫶🏻  リップとかメイク色々変えて前髪も切りました！✂️気づいてもらえてうれしかった🩵 成人おめでとうしてもらえたのもとてもうれしかった〜！ありがとう!!(*´˘`*)♡  明日は振袖の写真いっぱい撮ってくるからみんなにみてみて〜するね🌟🌟 https://t.co/MQBF5K1LRV""",0
"""British people have an infinite tolerance for other people's daughters getting raped if it means they avoid an awkward conversation and don't get called racist.  They will castigate, censor and jail anyone who points out the evil they enable and the impending civilisational… https://t.co/pCr8zXi2EA https://t.co/BWNY9cd3Jr""",0
"""The Flynn Network 🚫  Do you all see?   This is why you are not allowed to grow on this platform unless you play 'The Game'. Which is peddle Deep State narratives that supports the Military Industrial Complex.  I will say this once again. Most of the popular conservative accounts… https://t.co/AzT436V4JB https://t.co/Py1IanQ8jk https://t.co/1D4Om3vAGd""",1
"""Why do so many feel like they've fallen behind?  It's not because of immigrants, trans people, the “deep state,” or any other bogeyman trotted out by the GOP.   It's because big corporations and billionaires have rigged markets and siphoned off most of the economy's gains.""",0
"""Most of us on here have not voted in a real President in our lifetime. All installed, planned by giving us a few corrupt players to choose from. ALL CORRUPT. All doing the work of this deep state enemy.   Until Trump.   Space force/Military caught them and stopped the cheating in… https://t.co/4JXUTJlhmp""",0
"""BREAKING: Chris Christie calls for people to forgive California Governor Gavin Newsom.   “We’re a very forgiving country.” https://t.co/dW5l6o62Yk""",0
"""The Flynn Network 🚫  Do you all see?   This is why you are not allowed to grow on this platform unless you play 'The Game'. Which is peddle Deep State narratives that supports the Military Industrial Complex.  I will say this once again. Most of the popular conservative accounts… https://t.co/AzT436V4JB https://t.co/Py1IanQ8jk https://t.co/1D4Om3vAGd""",1
"""@elonmusk Trump will drain the Swamp and remove all the Trash from the USA.   Deportation Now!!!  MAGA 🇺🇸💪 https://t.co/kuySZyDZY3""",1
"""Why do so many feel like they've fallen behind?  It's not because of immigrants, trans people, the “deep state,” or any other bogeyman trotted out by the GOP.   It's because big corporations and billionaires have rigged markets and siphoned off most of the economy's gains.""",0
"""The Flynn Network 🚫  Do you all see?   This is why you are not allowed to grow on this platform unless you play 'The Game'. Which is peddle Deep State narratives that supports the Military Industrial Complex.  I will say this once again. Most of the popular conservative accounts… https://t.co/AzT436V4JB https://t.co/Py1IanQ8jk https://t.co/1D4Om3vAGd""",1
"""Why do so many feel like they've fallen behind?  It's not because of immigrants, trans people, the “deep state,” or any other bogeyman trotted out by the GOP.   It's because big corporations and billionaires have rigged markets and siphoned off most of the economy's gains.""",0
"""Most Democrats still don't realize this, but if Trump fulfills all his major promises, like draining the swamp, terminating the deep state, &amp; ending censorship, he will get to control the White House until the day he dies.  Dems won't get anywhere close to the White House for a… https://t.co/5zxBN0NRyD https://t.co/grliD4WmR1""",1
"""Texas voters gave Republicans a majority in the state legislature. But a small group of Republicans have betrayed that trust and worked a deal with Democrats to block Conservative legislation.  Do Blackrock and Vanguard control the RINO Texas Speaker and in turn the Texas House?… https://t.co/M7D04pmsWZ https://t.co/Ra7WVqhwPj https://t.co/bOJznQ7UdY""",1
"""Das ist absolut heftig! Indem @elonmusk das Kinderschänder-Netzwerk in GB angreift, trifft der den globalen Deep State mitten ins Mark! Wer die Globalisten auffliegen lassen will, muss die Kinderschänder-Netzwerke aufdecken.  Zur ganzen Sendung: https://t.co/ppCim7tffR https://t.co/f4FNfvJZjR""",0
"""Why do so many feel like they've fallen behind?  It's not because of immigrants, trans people, the “deep state,” or any other bogeyman trotted out by the GOP.   It's because big corporations and billionaires have rigged markets and siphoned off most of the economy's gains.""",0
"""@MayorOfLA Here is a song for you Mayor.   It’s about all the help from other states that you denied because their fire engines burned gasoline.   You should be ashamed of yourself.   It’s called a Regulators! Click and volume up 🤡 https://t.co/5UkhvEhbct""",0
"""""Down with Iohannis!  ""Iohannis leave!"" ""Round two back!"" ""Down with the dictatorship!"" ... shout hundreds of thousands of Romanians in Bucharest, the capital of #Romania after after the #Romaniacoup orchestrated by the deep state in Romania with support from Brussels, following… https://t.co/dXBMk0DrRv https://t.co/cCpMV6Nm5V""",0
"""Simple Question!   Do you support me and Trump COMPLETELY draining the SWAMP? We're talking a FULL SWAMP DRAIN.  A) Yes B) No https://t.co/hqIlRnXJUm""",0
"""They hide the data because more people would resist this open border crisis.   And she’s on point - WHERE ARE THE FEMINISTS?? https://t.co/HSIGXyLuY6""",0
"""Meus Deus 😱. A mulher foi atacada por uma capivara, nunca vi isso. 😬 https://t.co/EU0XOape3U""",0
"""I think Dr Anthony Fauci is going to be given a ""preemptive pardon"" by Biden, due to his pivotal role in past plandemics. This unheard of ""preemptive presidential"" pardon will actually prove his deep state role and complicity in creating the covid chaos and others before.""",1
"""@realDonaldTrump @tomemmer  Is this the same Tom Emmer, the “RINO that Trump hardly knows”?  “Trump took to Truth Social to deride the congressman as “totally out-of-touch with Republican Voters” and a “Globalist RINO.”” “Trump called one person close to him with the message,""",0
"""The Flynn Network 🚫  Do you all see?   This is why you are not allowed to grow on this platform unless you play 'The Game'. Which is peddle Deep State narratives that supports the Military Industrial Complex.  I will say this once again. Most of the popular conservative accounts… https://t.co/AzT436V4JB https://t.co/Py1IanQ8jk https://t.co/1D4Om3vAGd""",1
"""The Flynn Network 🚫  Do you all see?   This is why you are not allowed to grow on this platform unless you play 'The Game'. Which is peddle Deep State narratives that supports the Military Industrial Complex.  I will say this once again. Most of the popular conservative accounts… https://t.co/AzT436V4JB https://t.co/Py1IanQ8jk https://t.co/1D4Om3vAGd""",1
"""Most Democrats still don't realize this, but if Trump fulfills all his major promises, like draining the swamp, terminating the deep state, &amp; ending censorship, he will get to control the White House until the day he dies.  Dems won't get anywhere close to the White House for a… https://t.co/5zxBN0NRyD https://t.co/grliD4WmR1""",1
"""Why do so many feel like they've fallen behind?  It's not because of immigrants, trans people, the “deep state,” or any other bogeyman trotted out by the GOP.   It's because big corporations and billionaires have rigged markets and siphoned off most of the economy's gains.""",0
"""Here’s why Governor Gavin Newsom will NEVER resign despite being responsible for the Los Angeles fires and financially destroying California  Tucker Carlson explains the truth about Gavin Newsom “I know Gavin Newsom. I think a lot about Gavin Newsom, many different things about… https://t.co/W8WJY10LRR https://t.co/2qFl8VzhFb""",0
"""The Flynn Network 🚫  Do you all see?   This is why you are not allowed to grow on this platform unless you play 'The Game'. Which is peddle Deep State narratives that supports the Military Industrial Complex.  I will say this once again. Most of the popular conservative accounts… https://t.co/AzT436V4JB https://t.co/Py1IanQ8jk https://t.co/1D4Om3vAGd""",1
"""Simple Question!   Do you support me and Trump COMPLETELY draining the SWAMP? We're talking a FULL SWAMP DRAIN.  A) Yes B) No https://t.co/hqIlRnXJUm""",0
"""The Flynn Network 🚫  Do you all see?   This is why you are not allowed to grow on this platform unless you play 'The Game'. Which is peddle Deep State narratives that supports the Military Industrial Complex.  I will say this once again. Most of the popular conservative accounts… https://t.co/AzT436V4JB https://t.co/Py1IanQ8jk https://t.co/1D4Om3vAGd""",1
"""Most Democrats still don't realize this, but if Trump fulfills all his major promises, like draining the swamp, terminating the deep state, &amp; ending censorship, he will get to control the White House until the day he dies.  Dems won't get anywhere close to the White House for a… https://t.co/5zxBN0NRyD https://t.co/grliD4WmR1""",1
"""Will NY Democrat prosecutor Letitia James be able to stomach the consequences of her corrupt prosecution of President Trump ?!? https://t.co/AEx1pNXkzl""",1
"""Alex Vindman is on my Deep State Target List, and I would comment on your post but can’t because that pudgy little scumbag twin traitor blocks me on X. https://t.co/tpYRUBEczd""",0
"""Most of us on here have not voted in a real President in our lifetime. All installed, planned by giving us a few corrupt players to choose from. ALL CORRUPT. All doing the work of this deep state enemy.   Until Trump.   Space force/Military caught them and stopped the cheating in… https://t.co/4JXUTJlhmp""",0
"""Q. Donald Trump called you last year a “RINO” and said you’re “out of touch”   GOP Rep. Tom Emmer: the president has been wonderful to me and wonderful to my wife…   https://t.co/ujrTEd5Qmk""",0
"""Do you think this will happen? T-Minus 9 days if it does... https://t.co/A6gHekpc9t""",0
"""Most Democrats still don't realize this, but if Trump fulfills all his major promises, like draining the swamp, terminating the deep state, &amp; ending censorship, he will get to control the White House until the day he dies.  Dems won't get anywhere close to the White House for a… https://t.co/5zxBN0NRyD https://t.co/grliD4WmR1""",1
"""The Flynn Network 🚫  Do you all see?   This is why you are not allowed to grow on this platform unless you play 'The Game'. Which is peddle Deep State narratives that supports the Military Industrial Complex.  I will say this once again. Most of the popular conservative accounts… https://t.co/AzT436V4JB https://t.co/Py1IanQ8jk https://t.co/1D4Om3vAGd""",1
"""新成人の皆様おめでとうございます🎈㊗️ わたしにもそんな若かりし頃があったな(遠い目) https://t.co/IhZQx3oajw""",0
"""Jon Karl reads Tom Emmer a Trump post calling him a ""RINO"" and ""out of touch."" Emmer responds: ""The president has been wonderful to me. Been wonderful to my wife.""  Humiliating. https://t.co/JWbYVfXsj7""",0
"""The Hodge Twins just revealed they are bought and paid for by the deep state.   Unfollow them. I did.""",1
"""Trump and his oligarchs have always been the deep state.""",1
"""The Flynn Network 🚫  Do you all see?   This is why you are not allowed to grow on this platform unless you play 'The Game'. Which is peddle Deep State narratives that supports the Military Industrial Complex.  I will say this once again. Most of the popular conservative accounts… https://t.co/AzT436V4JB https://t.co/Py1IanQ8jk https://t.co/1D4Om3vAGd""",1
"""🚨 BREAKING: The European Federation of Journalists representing 300,000+  journalists have just announced they are leaving X and will no longer be posting.   What's your response? https://t.co/5IGnEF1TEk""",0
"""Clients of our friend were trying to lease a house while their home was being renovated. The lease was for $18,000 per month. They were to sign the  papers the day of the fire. Now the people renting want $30,000.  The vultures are circling and the flames aren’t even out yet.""",1
"""@WallStreetApes That is the only way to categorize him..a complete an utter sociopath devoid of empathy and full of ambition / hubris and the perfect tool for a deep state machine to further their goals. That’s why he was selected. Even now he cannot take responsibility.  “Victory has 1000… https://t.co/YldToUMocQ https://t.co/nfS0JV3LD5""",1
"""@RudyGiuliani Certainly another victim of the lawfare from the leftist deep state poison. My hope is his complete exoneration and restitution from all loss. This is unacceptable to America’s Mayor, or any of our citizens""",0
"""The Flynn Network 🚫  Do you all see?   This is why you are not allowed to grow on this platform unless you play 'The Game'. Which is peddle Deep State narratives that supports the Military Industrial Complex.  I will say this once again. Most of the popular conservative accounts… https://t.co/AzT436V4JB https://t.co/Py1IanQ8jk https://t.co/1D4Om3vAGd""",1
"""イメレス：『たんぽぽに寄る蝶』 ゆん様(@yunyu_rino) ：あむあず・ふるあず  お話から想像したさよあむ絵を描かせていただきました☺️(ﾊﾋﾟｴﾝです!)  ふらふらと彷徨う蝶も、咲き続けている花があるから生きていける…😌 春の日差しが待ち遠しくなるような心温まる作品でした☺️ https://t.co/EPyVG1E1xa""",0
"""Why do so many feel like they've fallen behind?  It's not because of immigrants, trans people, the “deep state,” or any other bogeyman trotted out by the GOP.   It's because big corporations and billionaires have rigged markets and siphoned off most of the economy's gains.""",0
"""Simple Question!   Do you support me and Trump COMPLETELY draining the SWAMP? We're talking a FULL SWAMP DRAIN.  A) Yes B) No https://t.co/hqIlRnXJUm""",0
"""Trump and his oligarchs have always been the deep state.""",1
"""Q. Donald Trump called you last year a “RINO” and said you’re “out of touch”   GOP Rep. Tom Emmer: the president has been wonderful to me and wonderful to my wife…   https://t.co/ujrTEd5Qmk""",0
"""The Flynn Network 🚫  Do you all see?   This is why you are not allowed to grow on this platform unless you play 'The Game'. Which is peddle Deep State narratives that supports the Military Industrial Complex.  I will say this once again. Most of the popular conservative accounts… https://t.co/AzT436V4JB https://t.co/Py1IanQ8jk https://t.co/1D4Om3vAGd""",1
"""Most Democrats still don't realize this, but if Trump fulfills all his major promises, like draining the swamp, terminating the deep state, &amp; ending censorship, he will get to control the White House until the day he dies.  Dems won't get anywhere close to the White House for a… https://t.co/5zxBN0NRyD https://t.co/grliD4WmR1""",1
"""Most of us on here have not voted in a real President in our lifetime. All installed, planned by giving us a few corrupt players to choose from. ALL CORRUPT. All doing the work of this deep state enemy.   Until Trump.   Space force/Military caught them and stopped the cheating in… https://t.co/4JXUTJlhmp""",0
"""Fun Fact: Felons get sent to prison  Trump got an unconditional discharge - no jail &amp; no probation  That means he’s not an actual felon - he’s a victim of political persecution  Judge Merchan just wanted to label Trump a “felon” to make his corrupt Democrat friends happy  This… https://t.co/an3XMusZRX""",0
"""Liberal folks believe @JDVance will not be going to the inauguration because of what he posted here. It means something big if he plans to skip it!   This is proof that Kamala will be inaugurated, not Trump. https://t.co/Vey0DKvQAh""",1
"""Jon Karl reads Tom Emmer a Trump post calling him a ""RINO"" and ""out of touch."" Emmer responds: ""The president has been wonderful to me. Been wonderful to my wife.""  Humiliating. https://t.co/JWbYVfXsj7""",0
"""Why do so many feel like they've fallen behind?  It's not because of immigrants, trans people, the “deep state,” or any other bogeyman trotted out by the GOP.   It's because big corporations and billionaires have rigged markets and siphoned off most of the economy's gains.""",0
"""The Hodge Twins just revealed they are bought and paid for by the deep state.   Unfollow them. I did.""",1
"""Most Democrats still don't realize this, but if Trump fulfills all his major promises, like draining the swamp, terminating the deep state, &amp; ending censorship, he will get to control the White House until the day he dies.  Dems won't get anywhere close to the White House for a… https://t.co/5zxBN0NRyD https://t.co/grliD4WmR1""",1
"""Most Democrats still don't realize this, but if Trump fulfills all his major promises, like draining the swamp, terminating the deep state, &amp; ending censorship, he will get to control the White House until the day he dies.  Dems won't get anywhere close to the White House for a… https://t.co/5zxBN0NRyD https://t.co/grliD4WmR1""",1
"""Mel Gibson: Los incendios forestales de Los Ángeles son un «trabajo interno» del Estado profundo  🤔 ... lo afirmo, de los Illuminati,... solo ellos tienen esta tecnología !  https://t.co/0LEJ89mtjM""",0
"""Which, um, would only cause more inflation.   Otherwise, if government spending like this didn’t cause inflation and we could print all the money we want, why not send everyone 5 million dollars? https://t.co/BNSH0E7nTe""",0
"""@DanPatrick Drain the Texas swamp.   #TXLege https://t.co/5faiI9KNgv""",1
